Temperature,Humidity,Rainfall,Crop,Jenis_Tanah
25.506346,44.830255,74.326351,MothBeans,Entisol
31.128968,43.587888,32.767429,MothBeans,Entisol
26.340433,55.591604,35.10512,MothBeans,Entisol
28.234947,61.562052,72.666664,MothBeans,Entisol
27.044535,49.326096,48.252078,MothBeans,Entisol
25.161254,55.254358,40.897328,MothBeans,Entisol
27.317913,51.669211,32.559196,MothBeans,Entisol
25.412377,49.664743,31.87417,MothBeans,Entisol
31.2163,46.018682,53.120528,MothBeans,Entisol
30.573999,58.226868,62.748038,MothBeans,Entisol
25.42517,53.220827,46.193746,MothBeans,Entisol
27.094006,43.653054,41.537495,MothBeans,Entisol
24.309351,56.329383,58.995363,MothBeans,Entisol
30.061426,45.900677,41.055092,MothBeans,Entisol
28.09569,60.983538,33.841108,MothBeans,Entisol
26.339088,40.009334,55.504292,MothBeans,Entisol
28.614091,57.142188,57.028917,MothBeans,Entisol
28.700121,44.359648,44.116221,MothBeans,Entisol
24.216103,59.792363,42.247835,MothBeans,Entisol
28.506779,45.200945,66.176146,MothBeans,Entisol
25.97949,64.955854,72.192458,MothBeans,Entisol
30.884827,41.365618,55.053805,MothBeans,Entisol
25.504242,61.668524,65.079815,MothBeans,Entisol
25.125289,51.331894,38.48679,MothBeans,Entisol
27.10508,63.567914,62.202796,MothBeans,Entisol
31.100625,44.820692,70.799345,MothBeans,Entisol
26.457078,56.402263,64.161677,MothBeans,Entisol
30.041323,63.56223,31.831924,MothBeans,Entisol
27.777995,54.821308,50.284387,MothBeans,Entisol
30.992569,43.021514,58.276007,MothBeans,Entisol
26.490833,47.365348,36.993628,MothBeans,Entisol
31.969879,57.17377,64.255204,MothBeans,Entisol
25.361405,46.826528,55.605232,MothBeans,Entisol
25.542491,56.966408,48.46797,MothBeans,Entisol
28.993191,62.859482,70.471304,MothBeans,Entisol
29.343174,60.503209,34.033355,MothBeans,Entisol
28.636189,61.394513,68.548779,MothBeans,Entisol
24.832066,44.17085,52.081089,MothBeans,Entisol
25.446891,58.553636,57.048266,MothBeans,Entisol
31.012749,62.403925,63.771924,MothBeans,Entisol
27.061797,52.300317,60.745835,MothBeans,Entisol
27.095629,42.262062,71.127104,MothBeans,Entisol
28.568006,57.30636,64.530276,MothBeans,Entisol
28.799292,49.842134,40.855347,MothBeans,Entisol
27.942937,45.413936,69.6629,MothBeans,Entisol
30.477577,61.582453,61.866339,MothBeans,Entisol
30.581395,50.771481,64.585596,MothBeans,Entisol
26.859113,41.814208,44.138271,MothBeans,Entisol
26.310518,61.187491,35.734038,MothBeans,Entisol
28.778334,44.225261,33.958257,MothBeans,Entisol
28.902454,43.353657,71.900186,MothBeans,Entisol
29.376875,57.696229,38.343035,MothBeans,Entisol
24.170932,58.252046,59.189534,MothBeans,Entisol
26.65333,59.790234,36.918526,MothBeans,Entisol
28.199121,53.505676,52.135805,MothBeans,Entisol
28.76489,52.627415,55.216067,MothBeans,Entisol
29.349971,61.253539,40.828407,MothBeans,Entisol
28.009374,52.6095,36.01203,MothBeans,Entisol
26.858519,48.824639,34.742646,MothBeans,Entisol
31.212395,40.926049,53.7877,MothBeans,Entisol
24.204226,61.433787,46.020396,MothBeans,Entisol
29.988354,49.603848,52.929296,MothBeans,Entisol
29.939649,54.618135,45.436699,MothBeans,Entisol
31.21193,41.559344,68.801418,MothBeans,Entisol
26.804744,48.239914,43.87802,MothBeans,Entisol
31.493981,62.849169,64.568076,MothBeans,Entisol
30.996947,46.426937,38.315979,MothBeans,Entisol
29.612531,63.047491,50.197827,MothBeans,Entisol
29.976043,57.031844,44.860529,MothBeans,Entisol
30.888831,52.626968,55.519324,MothBeans,Entisol
30.393213,60.162995,35.374932,MothBeans,Entisol
30.436837,55.20522,30.92014,MothBeans,Entisol
25.326888,63.181803,32.711293,MothBeans,Entisol
30.536843,59.966647,33.48919,MothBeans,Entisol
30.382579,40.592607,47.954065,MothBeans,Entisol
24.018254,53.766234,35.034044,MothBeans,Entisol
28.698413,61.147544,65.675918,MothBeans,Entisol
29.337434,49.003231,42.440543,MothBeans,Entisol
27.965837,61.349001,70.104721,MothBeans,Entisol
24.86804,48.27532,63.918765,MothBeans,Entisol
25.876823,45.963419,38.532547,MothBeans,Entisol
31.019636,49.976752,32.812965,MothBeans,Entisol
27.433294,87.805077,54.733676,MungBean,Alfisol
28.334043,80.77276,38.797641,MungBean,Inceptisol
27.014704,84.342627,55.296354,MungBean,Alfisol
28.174327,81.045548,36.357207,MungBean,Inceptisol
29.878881,87.327612,44.752159,MungBean,Alfisol
29.892328,89.715033,42.99499,MungBean,Inceptisol
28.562122,83.248559,56.482652,MungBean,Alfisol
27.535929,85.57019,53.018992,MungBean,Inceptisol
29.683617,87.935981,41.824902,MungBean,Alfisol
28.144485,82.119305,46.756901,MungBean,Inceptisol
29.530376,86.73346,59.872321,MungBean,Alfisol
27.883529,86.451476,44.644071,MungBean,Inceptisol
28.224713,82.359162,44.012066,MungBean,Alfisol
29.008124,84.960894,45.910114,MungBean,Inceptisol
29.755389,86.451933,37.546027,MungBean,Alfisol
29.784167,85.16907,40.778728,MungBean,Inceptisol
27.864013,80.451314,42.830539,MungBean,Alfisol
27.110265,84.967717,51.526174,MungBean,Inceptisol
27.110304,83.642741,49.119646,MungBean,Alfisol
28.954512,89.078661,57.659014,MungBean,Inceptisol
29.2178,87.937242,43.138663,MungBean,Alfisol
28.74201,85.816759,48.545986,MungBean,Inceptisol
29.650212,80.298683,56.762784,MungBean,Alfisol
27.23925,86.404241,37.312369,MungBean,Inceptisol
28.951724,81.670853,56.511033,MungBean,Alfisol
28.188371,82.606297,37.011104,MungBean,Inceptisol
28.300415,86.206816,50.473339,MungBean,Alfisol
27.896361,88.717823,57.798634,MungBean,Inceptisol
28.689985,87.504368,44.565984,MungBean,Alfisol
27.826262,88.731002,56.688338,MungBean,Inceptisol
28.705627,81.592007,59.870654,MungBean,Alfisol
28.636281,84.614311,48.483193,MungBean,Inceptisol
28.285115,88.439398,48.566902,MungBean,Alfisol
27.608874,86.133164,43.800411,MungBean,Inceptisol
28.609011,86.994958,36.94617,MungBean,Alfisol
29.24599,84.800841,53.432289,MungBean,Inceptisol
28.629112,89.114806,50.499132,MungBean,Alfisol
29.573295,88.075055,45.044671,MungBean,Inceptisol
27.826843,87.166791,58.372498,MungBean,Alfisol
29.875702,83.147963,40.120442,MungBean,Inceptisol
27.336844,88.502291,51.098026,MungBean,Alfisol
29.830404,89.304283,58.866871,MungBean,Inceptisol
28.275317,82.760208,56.049954,MungBean,Alfisol
29.868601,85.991279,58.413941,MungBean,Inceptisol
29.588816,89.993969,54.961213,MungBean,Alfisol
28.072196,82.911647,49.618653,MungBean,Inceptisol
27.840265,89.996156,52.84626,MungBean,Alfisol
27.108181,87.451267,55.03724,MungBean,Inceptisol
27.685151,81.942686,54.622433,MungBean,Alfisol
29.345946,85.604726,59.0363,MungBean,Inceptisol
28.363194,84.859361,52.930311,MungBean,Alfisol
27.652802,89.806506,56.52558,MungBean,Inceptisol
27.313728,85.448152,53.152231,MungBean,Alfisol
27.0691,86.899341,50.467461,MungBean,Inceptisol
28.066428,85.916255,39.23831,MungBean,Alfisol
27.733291,81.13903,44.175809,MungBean,Inceptisol
27.536329,89.929082,45.485919,MungBean,Alfisol
29.664616,84.281876,56.09542,MungBean,Inceptisol
29.914544,85.853844,41.390815,MungBean,Alfisol
28.363639,87.598107,57.995244,MungBean,Inceptisol
29.46416,87.6089,43.154115,MungBean,Alfisol
29.73013,82.891664,50.915113,MungBean,Inceptisol
27.46853,87.17649,43.78421,MungBean,Alfisol
27.770763,87.099795,49.508126,MungBean,Inceptisol
29.129395,88.483126,36.450128,MungBean,Alfisol
27.106068,89.895933,37.456806,MungBean,Inceptisol
28.880789,86.942068,53.797325,MungBean,Alfisol
28.147209,83.800151,37.448005,MungBean,Inceptisol
29.891291,80.144872,54.796013,MungBean,Alfisol
27.415035,80.980047,40.531732,MungBean,Inceptisol
29.273086,89.487502,50.924655,MungBean,Alfisol
29.652969,88.485874,56.019132,MungBean,Inceptisol
28.44525,82.676395,58.187132,MungBean,Alfisol
27.962357,83.975868,48.936695,MungBean,Inceptisol
29.256493,81.979522,42.024833,MungBean,Alfisol
28.362914,88.009893,43.051301,MungBean,Inceptisol
27.627495,86.493669,39.261376,MungBean,Alfisol
28.660863,86.121946,50.015343,MungBean,Inceptisol
29.211422,87.114978,51.538482,MungBean,Alfisol
29.408894,86.160635,53.35487,MungBean,Inceptisol
28.029526,84.884573,36.120429,MungBean,Alfisol
28.086572,80.350059,38.144768,MungBean,Inceptisol
29.161746,80.280381,40.16546,MungBean,Alfisol
29.859691,80.034996,50.664875,MungBean,Inceptisol
29.066315,83.68692,43.951837,MungBean,Alfisol
27.38539,88.66664,58.299331,MungBean,Inceptisol
27.930349,85.420587,43.250956,MungBean,Alfisol
29.280862,81.800924,44.474274,MungBean,Inceptisol
28.997315,83.789115,59.844992,MungBean,Alfisol
27.926786,86.55432,43.482619,MungBean,Inceptisol
28.547414,88.957045,49.489725,MungBean,Alfisol
29.364884,89.188695,48.301593,MungBean,Inceptisol
28.561498,83.638022,41.013132,MungBean,Alfisol
28.436835,87.913327,43.120633,MungBean,Inceptisol
28.797281,80.457444,44.300705,MungBean,Alfisol
28.727527,89.127604,58.529743,MungBean,Inceptisol
27.956397,83.52706,43.257268,MungBean,Alfisol
28.174587,83.696593,37.246466,MungBean,Inceptisol
28.776535,86.69134,56.124432,MungBean,Alfisol
28.438097,83.489914,52.5547,MungBean,Inceptisol
29.4844,63.199153,71.890907,Blackgram,Alfisol
26.73434,68.139997,67.150964,Blackgram,Mollisol
26.272744,62.288149,70.232076,Blackgram,Alfisol
34.036792,67.211138,73.235736,Blackgram,Mollisol
28.036441,65.066017,72.495077,Blackgram,Alfisol
28.814607,65.335381,62.262425,Blackgram,Mollisol
34.036195,64.287914,66.855109,Blackgram,Alfisol
33.864294,61.570725,68.021998,Blackgram,Mollisol
32.84213,68.684015,73.671662,Blackgram,Alfisol
27.100533,63.360856,73.849499,Blackgram,Mollisol
25.658425,61.182358,69.286078,Blackgram,Alfisol
32.34744,66.614528,64.558823,Blackgram,Mollisol
29.58949,68.321768,67.530212,Blackgram,Alfisol
30.912195,68.794274,66.638306,Blackgram,Mollisol
28.127878,64.209777,70.863408,Blackgram,Alfisol
30.085454,69.34812,67.136744,Blackgram,Mollisol
31.743795,62.510077,68.970975,Blackgram,Alfisol
27.813269,62.504605,69.755555,Blackgram,Mollisol
32.887338,64.594574,71.505695,Blackgram,Alfisol
29.363587,64.987429,61.912087,Blackgram,Mollisol
27.825928,67.586188,74.012297,Blackgram,Alfisol
28.495387,60.448484,74.915595,Blackgram,Mollisol
27.742748,68.539971,71.786153,Blackgram,Alfisol
30.415885,67.663238,63.024732,Blackgram,Mollisol
27.325421,69.090478,61.192509,Blackgram,Alfisol
30.284966,61.692951,65.628595,Blackgram,Mollisol
28.568406,61.532786,63.497263,Blackgram,Alfisol
25.365861,66.637972,65.816559,Blackgram,Mollisol
34.946616,65.26774,70.141514,Blackgram,Alfisol
25.097374,67.728379,74.616499,Blackgram,Mollisol
32.476483,64.348487,65.820457,Blackgram,Alfisol
33.863512,68.592323,69.244641,Blackgram,Mollisol
25.198577,60.373327,70.887872,Blackgram,Alfisol
31.776817,69.018529,61.468929,Blackgram,Mollisol
34.898149,63.599486,64.727971,Blackgram,Alfisol
31.741054,68.635254,62.306174,Blackgram,Mollisol
27.161591,66.760172,69.851123,Blackgram,Alfisol
26.237731,67.885214,73.58664,Blackgram,Mollisol
30.201572,60.065349,66.371712,Blackgram,Alfisol
31.558463,67.835638,74.869608,Blackgram,Mollisol
29.678925,69.085455,65.664366,Blackgram,Alfisol
27.053652,67.701753,60.469384,Blackgram,Mollisol
34.63881,61.385979,72.431691,Blackgram,Alfisol
33.394388,62.936929,63.57446,Blackgram,Mollisol
28.840792,63.372307,70.254967,Blackgram,Alfisol
31.493383,63.056365,71.48327,Blackgram,Mollisol
25.549606,63.954255,63.183053,Blackgram,Alfisol
34.373291,69.693664,70.271847,Blackgram,Mollisol
34.600825,63.112968,60.417903,Blackgram,Alfisol
29.434638,64.943294,72.178182,Blackgram,Mollisol
29.107131,67.905774,67.833459,Blackgram,Alfisol
28.570061,65.717658,70.086643,Blackgram,Mollisol
27.543848,69.347863,69.408782,Blackgram,Alfisol
33.04688,68.938756,62.302783,Blackgram,Mollisol
33.953091,69.961,61.163505,Blackgram,Alfisol
30.11873,60.116808,71.729804,Blackgram,Mollisol
29.578127,66.175877,69.438955,Blackgram,Alfisol
27.264589,68.012329,68.917544,Blackgram,Mollisol
31.357308,64.249921,63.856689,Blackgram,Alfisol
31.521047,66.557237,61.711114,Blackgram,Mollisol
29.399827,64.255107,67.476773,Blackgram,Alfisol
29.384003,64.149285,65.241944,Blackgram,Mollisol
28.386865,61.888711,74.244591,Blackgram,Alfisol
28.474423,63.536045,69.527441,Blackgram,Mollisol
30.640958,61.145086,71.369475,Blackgram,Alfisol
25.255962,61.366697,68.646851,Blackgram,Mollisol
32.970305,60.181221,73.446787,Blackgram,Alfisol
33.668554,66.604169,67.325206,Blackgram,Mollisol
32.839638,67.998036,73.404527,Blackgram,Alfisol
27.458536,62.90021,69.460209,Blackgram,Mollisol
25.685767,69.84354,74.620687,Blackgram,Alfisol
30.03284,64.148005,71.210069,Blackgram,Mollisol
28.206673,68.270852,64.328871,Blackgram,Alfisol
28.272659,61.189562,63.299008,Blackgram,Mollisol
28.541724,64.202015,69.688623,Blackgram,Alfisol
26.87187,61.613673,63.51822,Blackgram,Mollisol
32.797668,68.779941,64.114111,Blackgram,Alfisol
26.42333,64.511368,63.465465,Blackgram,Mollisol
29.791811,63.387892,63.021699,Blackgram,Alfisol
27.440033,67.104644,72.506698,Blackgram,Mollisol
34.126298,65.148775,70.40795,Blackgram,Alfisol
30.949082,64.233641,62.787309,Blackgram,Mollisol
28.757518,61.027015,73.376868,Blackgram,Alfisol
27.247665,66.101231,62.318421,Blackgram,Mollisol
28.630055,66.770943,62.273735,Blackgram,Alfisol
26.417683,63.646983,64.421771,Blackgram,Mollisol
32.817052,66.156651,68.839249,Blackgram,Alfisol
29.632105,65.9136,71.16332,Blackgram,Mollisol
33.490771,62.733172,65.453285,Blackgram,Alfisol
31.868473,66.742175,74.222386,Blackgram,Mollisol
30.329922,65.629719,71.646313,Blackgram,Alfisol
28.546224,66.313941,62.834699,Blackgram,Mollisol
30.026299,67.888116,66.472646,Blackgram,Alfisol
31.655312,60.132637,66.690968,Blackgram,Mollisol
30.334997,63.547189,74.166991,Blackgram,Alfisol
33.369844,65.677182,64.895175,Blackgram,Mollisol
31.434506,62.993035,64.776515,Blackgram,Alfisol
27.716783,63.291034,68.56508,Blackgram,Mollisol
32.639187,61.300905,61.838761,Blackgram,Alfisol
32.747739,67.779546,63.377844,Blackgram,Mollisol
28.051536,63.498022,43.357954,Lentil,Inceptisol
19.440843,63.277715,46.831301,Lentil,Alfisol
29.848231,60.638726,46.804526,Lentil,Inceptisol
21.363838,69.923759,46.635287,Lentil,Alfisol
26.286639,68.519667,46.13833,Lentil,Inceptisol
22.175,62.138738,53.466226,Lentil,Alfisol
26.575975,60.978766,50.891107,Lentil,Inceptisol
26.589725,66.140077,50.909945,Lentil,Alfisol
19.134577,62.575269,36.46947,Lentil,Inceptisol
28.752731,69.156401,35.154262,Lentil,Alfisol
25.787463,60.28163,49.143372,Lentil,Inceptisol
23.892719,61.787794,52.557301,Lentil,Alfisol
28.674088,63.18833,42.960186,Lentil,Inceptisol
28.420628,61.773363,49.023668,Lentil,Alfisol
21.354995,62.601363,41.782198,Lentil,Inceptisol
21.126956,63.187385,38.718345,Lentil,Alfisol
24.020379,61.623133,49.781026,Lentil,Inceptisol
25.404744,65.856754,51.920573,Lentil,Alfisol
29.030176,64.491666,54.939377,Lentil,Inceptisol
20.213682,68.652577,50.89733,Lentil,Alfisol
29.195855,68.019657,44.932619,Lentil,Inceptisol
18.297836,69.689762,49.391115,Lentil,Alfisol
27.41435,63.41786,44.431775,Lentil,Inceptisol
24.84064,60.091166,48.777904,Lentil,Alfisol
29.944139,67.313231,40.371137,Lentil,Inceptisol
25.879903,67.55109,47.896452,Lentil,Alfisol
20.046771,65.843953,46.053331,Lentil,Inceptisol
22.99452,66.708972,54.490442,Lentil,Alfisol
25.131636,66.926424,49.040156,Lentil,Inceptisol
28.495844,62.446162,53.14531,Lentil,Alfisol
18.287661,69.485151,48.604494,Lentil,Inceptisol
24.380419,61.184582,53.139467,Lentil,Alfisol
21.318521,66.439346,45.426168,Lentil,Inceptisol
18.541418,62.706376,44.078197,Lentil,Alfisol
25.287106,60.859935,49.3737,Lentil,Inceptisol
25.434598,69.126134,41.026829,Lentil,Alfisol
28.83601,69.761129,44.085625,Lentil,Inceptisol
27.376596,63.939278,49.473718,Lentil,Alfisol
28.318869,60.194614,45.365213,Lentil,Inceptisol
27.481865,62.04815,37.81124,Lentil,Alfisol
18.280722,68.103654,48.802533,Lentil,Inceptisol
27.61205,69.297862,42.723744,Lentil,Alfisol
23.439747,63.220117,45.402773,Lentil,Inceptisol
20.956285,63.681288,52.398812,Lentil,Alfisol
23.793715,68.032092,49.739221,Lentil,Inceptisol
22.637142,65.445449,38.304111,Lentil,Alfisol
21.535779,65.472277,35.751076,Lentil,Inceptisol
29.878546,65.730852,44.956548,Lentil,Alfisol
25.265329,67.100046,48.339412,Lentil,Inceptisol
25.178853,68.933073,35.034848,Lentil,Alfisol
24.121926,61.095335,44.236293,Lentil,Inceptisol
23.335652,67.404607,36.186787,Lentil,Alfisol
21.746001,63.395032,50.433061,Lentil,Inceptisol
27.601955,63.461707,54.378142,Lentil,Alfisol
24.388717,62.504531,47.260525,Lentil,Inceptisol
24.982875,66.895409,38.213706,Lentil,Alfisol
28.234829,69.315997,35.368314,Lentil,Inceptisol
26.03027,69.558631,37.113958,Lentil,Alfisol
28.048496,64.076919,37.15825,Lentil,Inceptisol
24.874255,64.002139,48.281375,Lentil,Alfisol
23.970814,62.355576,53.40906,Lentil,Inceptisol
20.06004,67.762526,42.895091,Lentil,Alfisol
19.59221,61.286334,41.770489,Lentil,Inceptisol
29.770131,66.29327,35.696741,Lentil,Alfisol
27.521354,60.536577,48.064913,Lentil,Inceptisol
25.628962,63.149098,45.49684,Lentil,Alfisol
20.390783,60.475289,53.315086,Lentil,Inceptisol
25.390384,60.498966,39.183745,Lentil,Alfisol
24.910796,60.713674,42.197404,Lentil,Inceptisol
27.704968,63.20915,37.461607,Lentil,Alfisol
18.064861,65.103435,51.549228,Lentil,Inceptisol
18.130278,62.458516,50.612852,Lentil,Alfisol
23.827235,67.898153,46.907251,Lentil,Inceptisol
23.193053,62.747108,49.552133,Lentil,Alfisol
25.089661,68.175431,41.454866,Lentil,Inceptisol
25.869282,61.883211,36.68284,Lentil,Alfisol
18.43966,68.05395,39.009921,Lentil,Inceptisol
27.149111,67.026643,52.508127,Lentil,Alfisol
23.333759,64.505158,47.015107,Lentil,Inceptisol
26.723001,62.968418,42.872749,Lentil,Alfisol
19.557508,64.452683,53.046694,Lentil,Inceptisol
26.137083,66.772921,46.482807,Lentil,Alfisol
27.999903,65.576534,49.940431,Lentil,Inceptisol
29.059412,62.106524,36.501137,Lentil,Alfisol
25.712698,64.112333,50.170678,Lentil,Inceptisol
21.797926,63.730861,46.623702,Lentil,Alfisol
24.706264,60.268542,53.124429,Lentil,Inceptisol
20.949818,65.810876,44.23913,Lentil,Alfisol
24.849184,68.980884,41.610805,Lentil,Inceptisol
21.91041,65.216625,36.102114,Lentil,Alfisol
25.93382,68.70533,51.023728,Lentil,Inceptisol
29.821121,69.407321,51.564611,Lentil,Alfisol
27.521856,63.132153,45.208411,Lentil,Inceptisol
27.996279,68.642859,46.105852,Lentil,Alfisol
20.767748,63.901642,47.927155,Lentil,Inceptisol
23.052764,60.424786,52.602853,Lentil,Alfisol
21.658458,63.583371,38.076594,Lentil,Inceptisol
26.250703,67.627797,40.81063,Lentil,Alfisol
20.971953,63.831799,53.102079,Lentil,Inceptisol
23.897364,66.32102,40.745368,Lentil,Alfisol
24.559816,91.635362,111.968462,Pomegranate,Ultisol
19.656901,89.93701,108.045893,Pomegranate,Entisol
18.783596,87.402477,102.518476,Pomegranate,Ultisol
24.146963,94.511066,110.231663,Pomegranate,Entisol
22.445813,89.90147,109.3906,Pomegranate,Ultisol
24.962732,92.405014,109.416919,Pomegranate,Entisol
22.552606,89.325949,104.895564,Pomegranate,Ultisol
22.770356,91.454985,106.96592,Pomegranate,Entisol
19.200904,94.276596,108.042356,Pomegranate,Ultisol
23.128082,92.683284,109.393016,Pomegranate,Entisol
24.926391,85.190981,104.76938,Pomegranate,Ultisol
24.774645,85.636087,105.759581,Pomegranate,Entisol
19.867118,86.355902,108.316886,Pomegranate,Ultisol
24.266013,93.797406,104.537511,Pomegranate,Entisol
23.626002,89.732667,107.683687,Pomegranate,Ultisol
19.678321,89.089357,108.546863,Pomegranate,Entisol
22.365094,92.308824,104.821633,Pomegranate,Ultisol
21.579369,94.882677,102.859338,Pomegranate,Entisol
18.262332,88.167791,108.075673,Pomegranate,Ultisol
23.710281,89.617942,105.649991,Pomegranate,Entisol
22.487201,89.922488,111.663158,Pomegranate,Ultisol
21.66025,94.793974,112.434969,Pomegranate,Entisol
20.130372,89.315051,107.341691,Pomegranate,Ultisol
18.411644,91.119272,105.183498,Pomegranate,Entisol
19.682912,89.75273,111.281855,Pomegranate,Ultisol
23.202426,91.194427,109.094632,Pomegranate,Entisol
18.921572,87.312903,102.801328,Pomegranate,Ultisol
22.106214,91.340396,106.87048,Pomegranate,Entisol
18.474124,89.689197,108.475851,Pomegranate,Ultisol
19.810694,88.929443,102.860084,Pomegranate,Entisol
24.488084,90.836872,103.196934,Pomegranate,Ultisol
18.759277,89.934576,111.019674,Pomegranate,Entisol
19.541281,90.297518,104.373988,Pomegranate,Ultisol
18.912512,87.749385,111.280052,Pomegranate,Entisol
19.913305,94.950314,104.027706,Pomegranate,Ultisol
19.726205,89.649342,108.228728,Pomegranate,Entisol
23.831859,87.840346,111.223272,Pomegranate,Ultisol
24.944676,94.257027,103.879935,Pomegranate,Entisol
24.692258,93.870301,104.673545,Pomegranate,Ultisol
24.724856,85.560832,111.278758,Pomegranate,Entisol
20.126449,87.596296,108.065579,Pomegranate,Ultisol
21.024329,93.056951,104.784701,Pomegranate,Entisol
22.404235,88.150834,109.86952,Pomegranate,Ultisol
20.336911,89.380038,110.965314,Pomegranate,Entisol
24.247796,85.560333,106.921603,Pomegranate,Ultisol
24.815301,91.90843,109.285342,Pomegranate,Entisol
19.663298,87.951581,106.038081,Pomegranate,Ultisol
22.43378,90.339656,112.459697,Pomegranate,Entisol
22.920523,85.129122,110.243784,Pomegranate,Ultisol
22.918432,85.40695,106.281771,Pomegranate,Entisol
24.882445,89.396862,107.195171,Pomegranate,Ultisol
23.409815,93.13277,105.224074,Pomegranate,Entisol
21.207254,94.263047,107.56608,Pomegranate,Ultisol
18.202304,91.122822,109.662397,Pomegranate,Entisol
22.343757,89.787035,103.318307,Pomegranate,Ultisol
24.327701,90.882928,110.460646,Pomegranate,Entisol
19.750885,88.716912,102.553804,Pomegranate,Ultisol
19.861736,86.197409,111.021793,Pomegranate,Entisol
18.07133,93.145549,106.360202,Pomegranate,Ultisol
23.891626,89.618502,104.617522,Pomegranate,Entisol
23.985988,93.342366,104.991282,Pomegranate,Ultisol
20.938929,85.429129,103.029594,Pomegranate,Entisol
20.822107,87.228157,109.442993,Pomegranate,Ultisol
20.864749,91.617936,106.868564,Pomegranate,Entisol
24.4584,86.108746,111.377969,Pomegranate,Ultisol
24.511477,90.644987,105.620995,Pomegranate,Entisol
24.568112,92.030092,110.963389,Pomegranate,Ultisol
24.632287,89.015745,110.695618,Pomegranate,Entisol
20.073865,90.978197,103.708406,Pomegranate,Ultisol
21.805231,94.636129,102.648885,Pomegranate,Entisol
22.812265,86.342338,110.443229,Pomegranate,Ultisol
22.730313,88.485679,104.684324,Pomegranate,Entisol
23.280123,94.943305,111.13821,Pomegranate,Ultisol
19.301063,87.177517,105.476659,Pomegranate,Entisol
19.008707,88.837681,108.679398,Pomegranate,Ultisol
24.351938,90.886124,105.529185,Pomegranate,Entisol
24.722355,88.876513,112.192652,Pomegranate,Ultisol
21.925139,94.464853,111.716202,Pomegranate,Entisol
24.839544,86.887381,107.643577,Pomegranate,Ultisol
18.096911,90.421774,104.88189,Pomegranate,Entisol
20.241049,91.087068,109.253773,Pomegranate,Ultisol
23.22594,94.429714,105.691786,Pomegranate,Entisol
23.501282,92.975275,106.61905,Pomegranate,Ultisol
19.446231,89.02127,106.160683,Pomegranate,Entisol
20.513435,92.516759,110.576402,Pomegranate,Ultisol
18.90223,94.998975,107.610321,Pomegranate,Entisol
18.905923,89.241268,112.475094,Pomegranate,Ultisol
22.630452,88.455772,109.03576,Pomegranate,Entisol
19.386038,86.790585,109.913098,Pomegranate,Ultisol
24.38319,91.194316,103.601211,Pomegranate,Entisol
23.77989,92.933869,106.977723,Pomegranate,Ultisol
22.598902,93.163439,110.09329,Pomegranate,Entisol
24.377668,85.401712,106.128338,Pomegranate,Ultisol
20.892733,91.07777,104.440708,Pomegranate,Entisol
18.099032,85.707863,107.005098,Pomegranate,Ultisol
20.00219,85.836182,112.337046,Pomegranate,Entisol
19.851393,89.807323,102.818636,Pomegranate,Ultisol
21.254336,92.650589,106.278467,Pomegranate,Entisol
23.653741,93.326575,109.807618,Pomegranate,Ultisol
23.884048,86.206138,108.312179,Pomegranate,Entisol
29.367924,76.249001,92.828409,Banana,Andosol
27.33369,83.676752,101.049479,Banana,Latosol
27.400536,82.962213,104.9378,Banana,Andosol
29.315908,80.115857,90.109781,Banana,Latosol
26.05433,79.396545,113.229737,Banana,Andosol
25.866324,84.423793,114.53575,Banana,Latosol
27.009321,80.185468,97.325317,Banana,Andosol
29.550548,78.067628,99.344822,Banana,Latosol
26.28846,83.390039,113.87298,Banana,Andosol
29.162266,76.161516,100.007568,Banana,Latosol
28.650039,82.687525,98.750844,Banana,Andosol
29.073111,76.500452,100.169264,Banana,Latosol
28.081661,75.264298,118.276189,Banana,Andosol
27.19946,78.808607,99.724308,Banana,Latosol
28.054841,78.046029,108.395718,Banana,Andosol
25.14748,83.346882,98.666794,Banana,Latosol
25.94019,78.34221,119.84797,Banana,Andosol
27.667528,79.685428,108.66464,Banana,Latosol
25.56703,75.940677,102.786772,Banana,Andosol
28.69562,82.541958,116.161684,Banana,Latosol
26.335449,76.853201,118.685826,Banana,Andosol
25.937302,78.898644,98.217475,Banana,Latosol
25.136865,84.883944,91.464425,Banana,Andosol
27.505277,80.79784,105.077699,Banana,Latosol
26.210092,82.344295,112.070003,Banana,Andosol
29.104035,79.195886,92.078358,Banana,Latosol
29.244064,77.320172,90.667279,Banana,Andosol
25.562022,77.38229,93.102472,Banana,Latosol
26.398552,81.360289,98.16752,Banana,Andosol
28.095776,77.795868,109.540861,Banana,Latosol
27.847679,83.311108,117.287891,Banana,Andosol
27.393416,81.465483,94.311021,Banana,Latosol
25.145176,81.382041,119.218154,Banana,Andosol
28.654563,79.286937,102.463378,Banana,Latosol
29.160934,76.674842,109.575944,Banana,Andosol
27.572781,82.063888,91.342765,Banana,Latosol
25.409099,82.362081,112.97948,Banana,Andosol
25.990695,83.339831,112.077715,Banana,Latosol
26.29039,81.060038,118.673037,Banana,Andosol
29.148272,78.710248,117.536781,Banana,Latosol
26.597436,79.358989,107.394472,Banana,Andosol
25.360592,75.031933,116.553146,Banana,Latosol
29.120369,80.180807,112.398206,Banana,Andosol
27.539114,77.256299,110.326212,Banana,Latosol
29.667273,83.510142,110.25111,Banana,Andosol
